Date,Team,Opponent,ERA,Player,Year
Apr 28,MIN,@ CLE,4.13,Bailey Ober,2025
May 3,MIN,@ BOS,3.72,Bailey Ober,2025
Mar 30,MIN,@ STL,27.00,Bailey Ober,2025
Apr 5,MIN,vs HOU,12.15,Bailey Ober,2025
Apr 10,MIN,@ KC,7.11,Bailey Ober,2025
Apr 15,MIN,vs NYM,6.16,Bailey Ober,2025
Apr 22,MIN,vs CWS,5.04,Bailey Ober,2025
Apr 28,MIN,@ CLE,4.13,Bailey Ober,2025
May 3,MIN,@ BOS,3.72,Bailey Ober,2025
Mar 18,CHC,vs LAD,6.75,Ben Brown,2025
Mar 31,CHC,@ ATH,5.87,Ben Brown,2025
Apr 6,CHC,vs SD,7.71,Ben Brown,2025
Apr 12,CHC,@ LAD,5.09,Ben Brown,2025
Apr 19,CHC,vs AZ,4.57,Ben Brown,2025
Apr 26,CHC,vs PHI,6.04,Ben Brown,2025
May 2,CHC,@ MIL,4.88,Ben Brown,2025
Mar 18,CHC,vs LAD,6.75,Ben Brown,2025
Mar 31,CHC,@ ATH,5.87,Ben Brown,2025
Apr 6,CHC,vs SD,7.71,Ben Brown,2025
Apr 12,CHC,@ LAD,5.09,Ben Brown,2025
Apr 19,CHC,vs AZ,4.57,Ben Brown,2025
Apr 26,CHC,vs PHI,6.04,Ben Brown,2025
May 2,CHC,@ MIL,4.88,Ben Brown,2025
Mar 18,LAD,@ CHC,0.00,Ben Casparius,2025
Mar 27,LAD,vs DET,0.00,Ben Casparius,2025
Mar 29,LAD,vs DET,0.00,Ben Casparius,2025
Apr 2,LAD,vs ATL,0.00,Ben Casparius,2025
Apr 5,LAD,@ PHI,0.00,Ben Casparius,2025
Apr 8,LAD,@ WSH,0.00,Ben Casparius,2025
Apr 12,LAD,vs CHC,5.06,Ben Casparius,2025
Apr 16,LAD,vs COL,4.61,Ben Casparius,2025
Apr 20,LAD,@ TEX,4.11,Ben Casparius,2025
Apr 23,LAD,@ CHC,3.50,Ben Casparius,2025
Apr 27,LAD,vs PIT,2.91,Ben Casparius,2025
Mar 18,LAD,@ CHC,0.00,Ben Casparius,2025
Mar 27,LAD,vs DET,0.00,Ben Casparius,2025
Mar 29,LAD,vs DET,0.00,Ben Casparius,2025
Apr 2,LAD,vs ATL,0.00,Ben Casparius,2025
Apr 5,LAD,@ PHI,0.00,Ben Casparius,2025
Apr 8,LAD,@ WSH,0.00,Ben Casparius,2025
Apr 12,LAD,vs CHC,5.06,Ben Casparius,2025
Apr 16,LAD,vs COL,4.61,Ben Casparius,2025
Apr 20,LAD,@ TEX,4.11,Ben Casparius,2025
Apr 23,LAD,@ CHC,3.50,Ben Casparius,2025
Apr 27,LAD,vs PIT,2.91,Ben Casparius,2025
Mar 27,CLE,@ KC,5.40,Ben Lively,2025
Apr 2,CLE,@ SD,6.75,Ben Lively,2025
Apr 8,CLE,vs CWS,4.40,Ben Lively,2025
Apr 13,CLE,vs KC,4.87,Ben Lively,2025
Apr 19,CLE,@ PIT,3.86,Ben Lively,2025
Apr 26,CLE,vs BOS,4.40,Ben Lively,2025
May 1,CLE,vs MIN,3.72,Ben Lively,2025
Mar 27,CLE,@ KC,5.40,Ben Lively,2025
Apr 2,CLE,@ SD,6.75,Ben Lively,2025
Apr 8,CLE,vs CWS,4.40,Ben Lively,2025
Apr 13,CLE,vs KC,4.87,Ben Lively,2025
Apr 19,CLE,@ PIT,3.86,Ben Lively,2025
Apr 26,CLE,vs BOS,4.40,Ben Lively,2025
May 1,CLE,vs MIN,3.72,Ben Lively,2025
Mar 27,LAD,vs DET,3.60,Blake Snell,2025
Apr 2,LAD,vs ATL,2.00,Blake Snell,2025
Mar 27,LAD,vs DET,3.60,Blake Snell,2025
Apr 2,LAD,vs ATL,2.00,Blake Snell,2025
Apr 16,LAD,vs COL,18.00,Bobby Miller,2025
Apr 16,LAD,vs COL,18.00,Bobby Miller,2025
Mar 31,TOR,vs WSH,3.00,Bowden Francis,2025
Apr 6,TOR,@ NYM,3.18,Bowden Francis,2025
Apr 12,TOR,@ BAL,3.71,Bowden Francis,2025
Apr 18,TOR,vs SEA,3.13,Bowden Francis,2025
Apr 23,TOR,@ HOU,3.58,Bowden Francis,2025
Apr 29,TOR,vs BOS,5.28,Bowden Francis,2025
May 4,TOR,vs CLE,5.66,Bowden Francis,2025
Mar 31,TOR,vs WSH,3.00,Bowden Francis,2025
Apr 6,TOR,@ NYM,3.18,Bowden Francis,2025
Apr 12,TOR,@ BAL,3.71,Bowden Francis,2025
Apr 18,TOR,vs SEA,3.13,Bowden Francis,2025
Apr 23,TOR,@ HOU,3.58,Bowden Francis,2025
Apr 29,TOR,vs BOS,5.28,Bowden Francis,2025
May 4,TOR,vs CLE,5.66,Bowden Francis,2025
Mar 30,WSH,vs PHI,-.--,Brad Lord,2025
Mar 31,WSH,@ TOR,9.00,Brad Lord,2025
Apr 2,WSH,@ TOR,4.50,Brad Lord,2025
Apr 8,WSH,vs LAD,1.80,Brad Lord,2025
Apr 14,WSH,@ PIT,4.82,Brad Lord,2025
Apr 20,WSH,@ COL,4.73,Brad Lord,2025
Apr 26,WSH,vs NYM,4.67,Brad Lord,2025
May 1,WSH,@ PHI,4.43,Brad Lord,2025
Mar 30,WSH,vs PHI,-.--,Brad Lord,2025
Mar 31,WSH,@ TOR,9.00,Brad Lord,2025
Apr 2,WSH,@ TOR,4.50,Brad Lord,2025
Apr 8,WSH,vs LAD,1.80,Brad Lord,2025
Apr 14,WSH,@ PIT,4.82,Brad Lord,2025
Apr 20,WSH,@ COL,4.73,Brad Lord,2025
Apr 26,WSH,vs NYM,4.67,Brad Lord,2025
May 1,WSH,@ PHI,4.43,Brad Lord,2025
Mar 31,COL,@ PHI,18.00,Bradley Blalock,2025
Apr 5,COL,vs ATH,6.00,Bradley Blalock,2025
Apr 27,COL,vs CIN,10.29,Bradley Blalock,2025
May 3,COL,@ SF,8.03,Bradley Blalock,2025
Mar 31,COL,@ PHI,18.00,Bradley Blalock,2025
Apr 5,COL,vs ATH,6.00,Bradley Blalock,2025
Apr 27,COL,vs CIN,10.29,Bradley Blalock,2025
May 3,COL,@ SF,8.03,Bradley Blalock,2025
Mar 31,CIN,vs TEX,0.00,Brady Singer,2025
Apr 5,CIN,@ MIL,2.25,Brady Singer,2025
Apr 11,CIN,vs PIT,3.18,Brady Singer,2025
Apr 17,CIN,vs SEA,3.80,Brady Singer,2025
Apr 23,CIN,@ MIA,3.62,Brady Singer,2025
Apr 30,CIN,vs STL,3.24,Brady Singer,2025
Mar 31,CIN,vs TEX,0.00,Brady Singer,2025
Apr 5,CIN,@ MIL,2.25,Brady Singer,2025
Apr 11,CIN,vs PIT,3.18,Brady Singer,2025
Apr 17,CIN,vs SEA,3.80,Brady Singer,2025
Apr 23,CIN,@ MIA,3.62,Brady Singer,2025
Apr 30,CIN,vs STL,3.24,Brady Singer,2025
Mar 31,CWS,vs MIN,0.00,Brandon Eisert,2025
Apr 1,CWS,vs MIN,5.40,Brandon Eisert,2025
Apr 4,CWS,@ DET,12.00,Brandon Eisert,2025
Apr 11,CWS,vs BOS,9.00,Brandon Eisert,2025
Apr 15,CWS,vs ATH,6.35,Brandon Eisert,2025
Apr 17,CWS,vs ATH,5.87,Brandon Eisert,2025
Apr 20,CWS,@ BOS,4.82,Brandon Eisert,2025
Apr 23,CWS,@ MIN,5.23,Brandon Eisert,2025
Apr 24,CWS,@ MIN,4.76,Brandon Eisert,2025
Apr 27,CWS,@ ATH,5.11,Brandon Eisert,2025
Apr 29,CWS,vs MIL,5.54,Brandon Eisert,2025
May 1,CWS,vs MIL,5.14,Brandon Eisert,2025
Mar 31,CWS,vs MIN,0.00,Brandon Eisert,2025
Apr 1,CWS,vs MIN,5.40,Brandon Eisert,2025
Apr 4,CWS,@ DET,12.00,Brandon Eisert,2025
Apr 11,CWS,vs BOS,9.00,Brandon Eisert,2025
Apr 15,CWS,vs ATH,6.35,Brandon Eisert,2025
Apr 17,CWS,vs ATH,5.87,Brandon Eisert,2025
Apr 20,CWS,@ BOS,4.82,Brandon Eisert,2025
Apr 23,CWS,@ MIN,5.23,Brandon Eisert,2025
Apr 24,CWS,@ MIN,4.76,Brandon Eisert,2025
Apr 27,CWS,@ ATH,5.11,Brandon Eisert,2025
Apr 29,CWS,vs MIL,5.54,Brandon Eisert,2025
May 1,CWS,vs MIL,5.14,Brandon Eisert,2025
Apr 19,BAL,vs CIN,6.75,Brandon Young,2025
Apr 26,BAL,@ DET,6.23,Brandon Young,2025
Apr 19,BAL,vs CIN,6.75,Brandon Young,2025
Apr 26,BAL,@ DET,6.23,Brandon Young,2025
Apr 22,BOS,vs SEA,1.80,Brayan Bello,2025
Apr 27,BOS,@ CLE,3.27,Brayan Bello,2025
May 2,BOS,vs MIN,2.55,Brayan Bello,2025
Apr 22,BOS,vs SEA,1.80,Brayan Bello,2025
Apr 27,BOS,@ CLE,3.27,Brayan Bello,2025
May 2,BOS,vs MIN,2.55,Brayan Bello,2025
Mar 30,CIN,vs SF,0.00,Brent Suter,2025
Mar 31,CIN,vs TEX,9.00,Brent Suter,2025
Apr 4,CIN,@ MIL,6.00,Brent Suter,2025
Apr 6,CIN,@ MIL,3.60,Brent Suter,2025
Apr 16,CIN,vs SEA,2.84,Brent Suter,2025
Apr 17,CIN,vs SEA,2.70,Brent Suter,2025
Apr 20,CIN,@ BAL,1.86,Brent Suter,2025
Apr 27,CIN,@ COL,1.69,Brent Suter,2025
Apr 30,CIN,vs STL,1.26,Brent Suter,2025
May 3,CIN,vs WSH,2.30,Brent Suter,2025
Mar 30,CIN,vs SF,0.00,Brent Suter,2025
Mar 31,CIN,vs TEX,9.00,Brent Suter,2025
Apr 4,CIN,@ MIL,6.00,Brent Suter,2025
Apr 6,CIN,@ MIL,3.60,Brent Suter,2025
Apr 16,CIN,vs SEA,2.84,Brent Suter,2025
Apr 17,CIN,vs SEA,2.70,Brent Suter,2025
Apr 20,CIN,@ BAL,1.86,Brent Suter,2025
Apr 27,CIN,@ COL,1.69,Brent Suter,2025
Apr 30,CIN,vs STL,1.26,Brent Suter,2025
May 3,CIN,vs WSH,2.30,Brent Suter,2025
Mar 30,SEA,vs ATH,1.50,Bryan Woo,2025
Apr 6,SEA,@ SF,3.75,Bryan Woo,2025
Apr 12,SEA,vs TEX,2.84,Bryan Woo,2025
Apr 18,SEA,@ TOR,3.12,Bryan Woo,2025
Apr 24,SEA,@ BOS,3.09,Bryan Woo,2025
May 2,SEA,@ TEX,2.58,Bryan Woo,2025
Mar 30,SEA,vs ATH,1.50,Bryan Woo,2025
Apr 6,SEA,@ SF,3.75,Bryan Woo,2025
Apr 12,SEA,vs TEX,2.84,Bryan Woo,2025
Apr 18,SEA,@ TOR,3.12,Bryan Woo,2025
Apr 24,SEA,@ BOS,3.09,Bryan Woo,2025
May 2,SEA,@ TEX,2.58,Bryan Woo,2025
Apr 2,ATL,@ LAD,6.75,Bryce Elder,2025
Apr 11,ATL,@ TB,7.20,Bryce Elder,2025
Apr 18,ATL,vs MIN,7.20,Bryce Elder,2025
Apr 23,ATL,vs STL,5.57,Bryce Elder,2025
Apr 28,ATL,@ COL,5.33,Bryce Elder,2025
May 4,ATL,vs LAD,5.06,Bryce Elder,2025
Apr 2,ATL,@ LAD,6.75,Bryce Elder,2025
Apr 11,ATL,@ TB,7.20,Bryce Elder,2025
Apr 18,ATL,vs MIN,7.20,Bryce Elder,2025
Apr 23,ATL,vs STL,5.57,Bryce Elder,2025
Apr 28,ATL,@ COL,5.33,Bryce Elder,2025
May 4,ATL,vs LAD,5.06,Bryce Elder,2025
Mar 29,SEA,vs ATH,4.76,Bryce Miller,2025
Apr 5,SEA,@ SF,5.73,Bryce Miller,2025
Apr 11,SEA,vs TEX,4.50,Bryce Miller,2025
Apr 16,SEA,@ CIN,3.43,Bryce Miller,2025
Apr 22,SEA,@ BOS,4.21,Bryce Miller,2025
Apr 29,SEA,vs LAA,3.52,Bryce Miller,2025
Mar 29,SEA,vs ATH,4.76,Bryce Miller,2025
Apr 5,SEA,@ SF,5.73,Bryce Miller,2025
Apr 11,SEA,vs TEX,4.50,Bryce Miller,2025
Apr 16,SEA,@ CIN,3.43,Bryce Miller,2025
Apr 22,SEA,@ BOS,4.21,Bryce Miller,2025
Apr 29,SEA,vs LAA,3.52,Bryce Miller,2025
Mar 29,CWS,vs LAA,0.00,Bryse Wilson,2025
Mar 30,CWS,vs LAA,0.00,Bryse Wilson,2025
Apr 1,CWS,vs MIN,0.00,Bryse Wilson,2025
Apr 4,CWS,@ DET,1.69,Bryse Wilson,2025
Apr 10,CWS,@ CLE,1.29,Bryse Wilson,2025
Apr 13,CWS,vs BOS,2.25,Bryse Wilson,2025
Apr 15,CWS,vs ATH,1.80,Bryse Wilson,2025
Apr 17,CWS,vs ATH,4.09,Bryse Wilson,2025
Apr 18,CWS,@ BOS,4.50,Bryse Wilson,2025
Apr 23,CWS,@ MIN,4.30,Bryse Wilson,2025
Apr 29,CWS,vs MIL,5.00,Bryse Wilson,2025
May 4,CWS,vs HOU,5.56,Bryse Wilson,2025
Mar 29,CWS,vs LAA,0.00,Bryse Wilson,2025
Mar 30,CWS,vs LAA,0.00,Bryse Wilson,2025
Apr 1,CWS,vs MIN,0.00,Bryse Wilson,2025
Apr 4,CWS,@ DET,1.69,Bryse Wilson,2025
Apr 10,CWS,@ CLE,1.29,Bryse Wilson,2025
Apr 13,CWS,vs BOS,2.25,Bryse Wilson,2025
Apr 15,CWS,vs ATH,1.80,Bryse Wilson,2025
Apr 17,CWS,vs ATH,4.09,Bryse Wilson,2025
Apr 18,CWS,@ BOS,4.50,Bryse Wilson,2025
Apr 23,CWS,@ MIN,4.30,Bryse Wilson,2025
Apr 29,CWS,vs MIL,5.00,Bryse Wilson,2025
May 4,CWS,vs HOU,5.56,Bryse Wilson,2025
Mar 31,BAL,vs BOS,6.23,Cade Povich,2025
Apr 6,BAL,@ KC,3.48,Cade Povich,2025
Apr 13,BAL,vs TOR,3.60,Cade Povich,2025
Apr 18,BAL,vs CIN,6.38,Cade Povich,2025
Apr 24,BAL,@ WSH,5.04,Cade Povich,2025
Apr 30,BAL,vs NYY,5.16,Cade Povich,2025
Mar 31,BAL,vs BOS,6.23,Cade Povich,2025
Apr 6,BAL,@ KC,3.48,Cade Povich,2025
Apr 13,BAL,vs TOR,3.60,Cade Povich,2025
Apr 18,BAL,vs CIN,6.38,Cade Povich,2025
Apr 24,BAL,@ WSH,5.04,Cade Povich,2025
Apr 30,BAL,vs NYY,5.16,Cade Povich,2025
Mar 31,MIA,vs NYM,13.50,Cal Quantrill,2025
Apr 5,MIA,@ ATL,6.00,Cal Quantrill,2025
Apr 13,MIA,vs WSH,5.79,Cal Quantrill,2025
Apr 19,MIA,@ PHI,8.31,Cal Quantrill,2025
Apr 25,MIA,@ SEA,7.83,Cal Quantrill,2025
Apr 30,MIA,@ LAD,8.10,Cal Quantrill,2025
Mar 31,MIA,vs NYM,13.50,Cal Quantrill,2025
Apr 5,MIA,@ ATL,6.00,Cal Quantrill,2025
Apr 13,MIA,vs WSH,5.79,Cal Quantrill,2025
Apr 19,MIA,@ PHI,8.31,Cal Quantrill,2025
Apr 25,MIA,@ SEA,7.83,Cal Quantrill,2025
Apr 30,MIA,@ LAD,8.10,Cal Quantrill,2025
Mar 29,NYY,vs MIL,13.50,Carlos Carrasco,2025
Apr 3,NYY,vs AZ,7.36,Carlos Carrasco,2025
Apr 8,NYY,@ DET,7.71,Carlos Carrasco,2025
Apr 14,NYY,vs KC,5.94,Carlos Carrasco,2025
Apr 19,NYY,@ TB,6.53,Carlos Carrasco,2025
Apr 25,NYY,vs TOR,5.26,Carlos Carrasco,2025
Apr 30,NYY,@ BAL,5.90,Carlos Carrasco,2025
May 4,NYY,vs TB,5.91,Carlos Carrasco,2025
Mar 29,NYY,vs MIL,13.50,Carlos Carrasco,2025
Apr 3,NYY,vs AZ,7.36,Carlos Carrasco,2025
Apr 8,NYY,@ DET,7.71,Carlos Carrasco,2025
Apr 14,NYY,vs KC,5.94,Carlos Carrasco,2025
Apr 19,NYY,@ TB,6.53,Carlos Carrasco,2025
Apr 25,NYY,vs TOR,5.26,Carlos Carrasco,2025
Apr 30,NYY,@ BAL,5.90,Carlos Carrasco,2025
May 4,NYY,vs TB,5.91,Carlos Carrasco,2025
Mar 27,NYY,vs MIL,1.69,Carlos Rodon,2025
Apr 2,NYY,vs AZ,3.97,Carlos Rodon,2025
Apr 7,NYY,@ DET,5.19,Carlos Rodon,2025
Apr 13,NYY,vs SF,5.48,Carlos Rodon,2025
Apr 18,NYY,@ TB,4.34,Carlos Rodon,2025
Apr 23,NYY,@ CLE,3.50,Carlos Rodon,2025
Apr 29,NYY,@ BAL,3.43,Carlos Rodon,2025
Mar 27,NYY,vs MIL,1.69,Carlos Rodon,2025
Apr 2,NYY,vs AZ,3.97,Carlos Rodon,2025
Apr 7,NYY,@ DET,5.19,Carlos Rodon,2025
Apr 13,NYY,vs SF,5.48,Carlos Rodon,2025
Apr 18,NYY,@ TB,4.34,Carlos Rodon,2025
Apr 23,NYY,@ CLE,3.50,Carlos Rodon,2025
Apr 29,NYY,@ BAL,3.43,Carlos Rodon,2025
Mar 31,PIT,@ TB,9.82,Carmen Mlodzinski,2025
Apr 7,PIT,vs STL,5.19,Carmen Mlodzinski,2025
Apr 13,PIT,@ CIN,6.23,Carmen Mlodzinski,2025
Apr 18,PIT,vs CLE,7.41,Carmen Mlodzinski,2025
Apr 24,PIT,@ LAA,6.95,Carmen Mlodzinski,2025
Apr 30,PIT,vs CHC,6.58,Carmen Mlodzinski,2025
Mar 31,PIT,@ TB,9.82,Carmen Mlodzinski,2025
Apr 7,PIT,vs STL,5.19,Carmen Mlodzinski,2025
Apr 13,PIT,@ CIN,6.23,Carmen Mlodzinski,2025
Apr 18,PIT,vs CLE,7.41,Carmen Mlodzinski,2025
Apr 24,PIT,@ LAA,6.95,Carmen Mlodzinski,2025
Apr 30,PIT,vs CHC,6.58,Carmen Mlodzinski,2025
Apr 1,CIN,vs TEX,1.50,Carson Spiers,2025
Apr 6,CIN,@ MIL,4.82,Carson Spiers,2025
Apr 19,CIN,@ BAL,6.08,Carson Spiers,2025
Apr 1,CIN,vs TEX,1.50,Carson Spiers,2025
Apr 6,CIN,@ MIL,4.82,Carson Spiers,2025
Apr 19,CIN,@ BAL,6.08,Carson Spiers,2025
Apr 1,DET,@ SEA,0.00,Casey Mize,2025
Apr 7,DET,vs NYY,0.77,Casey Mize,2025
Apr 13,DET,@ MIN,2.60,Casey Mize,2025
Apr 19,DET,vs KC,2.22,Casey Mize,2025
Apr 26,DET,vs BAL,2.12,Casey Mize,2025
May 1,DET,@ LAA,2.70,Casey Mize,2025
Apr 1,DET,@ SEA,0.00,Casey Mize,2025
Apr 7,DET,vs NYY,0.77,Casey Mize,2025
Apr 13,DET,@ MIN,2.60,Casey Mize,2025
Apr 19,DET,vs KC,2.22,Casey Mize,2025
Apr 26,DET,vs BAL,2.12,Casey Mize,2025
May 1,DET,@ LAA,2.70,Casey Mize,2025
Mar 29,MIL,@ NYY,18.00,Chad Patrick,2025
Apr 1,MIL,vs KC,3.18,Chad Patrick,2025
Apr 6,MIL,vs CIN,2.45,Chad Patrick,2025
Apr 12,MIL,@ AZ,1.76,Chad Patrick,2025
Apr 19,MIL,vs ATH,2.11,Chad Patrick,2025
Apr 25,MIL,@ STL,2.45,Chad Patrick,2025
May 1,MIL,@ CWS,2.87,Chad Patrick,2025
Mar 29,MIL,@ NYY,18.00,Chad Patrick,2025
Apr 1,MIL,vs KC,3.18,Chad Patrick,2025
Apr 6,MIL,vs CIN,2.45,Chad Patrick,2025
Apr 12,MIL,@ AZ,1.76,Chad Patrick,2025
Apr 19,MIL,vs ATH,2.11,Chad Patrick,2025
Apr 25,MIL,@ STL,2.45,Chad Patrick,2025
May 1,MIL,@ CWS,2.87,Chad Patrick,2025
Mar 28,BAL,@ TOR,10.80,Charlie Morton,2025
Apr 3,BAL,vs BOS,9.72,Charlie Morton,2025
Apr 8,BAL,@ AZ,8.78,Charlie Morton,2025
Apr 15,BAL,vs CLE,8.84,Charlie Morton,2025
Apr 20,BAL,vs CIN,10.89,Charlie Morton,2025
Apr 26,BAL,@ DET,10.36,Charlie Morton,2025
Apr 29,BAL,vs NYY,9.45,Charlie Morton,2025
May 4,BAL,vs KC,9.76,Charlie Morton,2025
Mar 28,BAL,@ TOR,10.80,Charlie Morton,2025
Apr 3,BAL,vs BOS,9.72,Charlie Morton,2025
Apr 8,BAL,@ AZ,8.78,Charlie Morton,2025
Apr 15,BAL,vs CLE,8.84,Charlie Morton,2025
Apr 20,BAL,vs CIN,10.89,Charlie Morton,2025
Apr 26,BAL,@ DET,10.36,Charlie Morton,2025
Apr 29,BAL,vs NYY,9.45,Charlie Morton,2025
May 4,BAL,vs KC,9.76,Charlie Morton,2025
Apr 6,COL,vs ATH,7.20,Chase Dollander,2025
Apr 12,COL,@ SD,5.06,Chase Dollander,2025
Apr 19,COL,vs WSH,7.36,Chase Dollander,2025
Apr 24,COL,@ KC,7.91,Chase Dollander,2025
Apr 30,COL,vs ATL,6.48,Chase Dollander,2025
Apr 6,COL,vs ATH,7.20,Chase Dollander,2025
Apr 12,COL,@ SD,5.06,Chase Dollander,2025
Apr 19,COL,vs WSH,7.36,Chase Dollander,2025
Apr 24,COL,@ KC,7.91,Chase Dollander,2025
Apr 30,COL,vs ATL,6.48,Chase Dollander,2025
Apr 30,CIN,vs STL,34.71,Chase Petty,2025
Apr 30,CIN,vs STL,34.71,Chase Petty,2025
Mar 30,TOR,vs BAL,1.50,Chris Bassitt,2025
Apr 5,TOR,@ NYM,0.71,Chris Bassitt,2025
Apr 10,TOR,@ BOS,0.98,Chris Bassitt,2025
Apr 16,TOR,vs ATL,0.77,Chris Bassitt,2025
Apr 22,TOR,@ HOU,1.88,Chris Bassitt,2025
Apr 27,TOR,@ NYY,2.62,Chris Bassitt,2025
